,win,teamId,win rate,AFK rate
0,0.0,100.0,0.46796,0.0059736877756608065
1,1.0,200.0,0.51354,0.0049291359092950866
2,0.0,200.0,0.51058,0.005673009189024743
3,0.0,200.0,0.51818,0.005178822777096795
4,0.0,200.0,0.48538000000000003,0.0055050025638043905
5,0.0,200.0,0.50824,0.00572363704434692
6,1.0,100.0,0.49110000000000004,0.005860599903279721
7,0.0,200.0,0.50334,0.005356190264320934
8,1.0,100.0,0.5059600000000001,0.005889965609239436
9,0.0,200.0,0.49277999999999994,0.0051642750189593205
10,0.0,200.0,0.51708,0.005948301255488972
11,0.0,200.0,0.48196000000000006,0.0062506320372930635
12,0.0,100.0,0.49226000000000003,0.00473433680586037
13,1.0,200.0,0.50378,0.005212553519386623
14,0.0,100.0,0.47724,0.00596943502157221
15,1.0,200.0,0.52382,0.005104428957022655
16,0.0,200.0,0.52274,0.005638302334005271
17,0.0,200.0,0.51146,0.005664166830795477
18,0.0,200.0,0.52078,0.0055503377803836846
19,0.0,100.0,0.47300000000000003,0.006722196625749769
20,1.0,200.0,0.49524,0.005359119705353882
21,1.0,100.0,0.48927999999999994,0.0055450258989470525
22,1.0,100.0,0.48,0.006051514103508559
23,1.0,100.0,0.47273999999999994,0.005654201340213462
24,0.0,200.0,0.48278,0.0060029405391101125
25,0.0,100.0,0.49601999999999996,0.005608630355375025
26,1.0,200.0,0.49152000000000007,0.00571039389143969
27,1.0,100.0,0.48464,0.005991759631116111
28,0.0,200.0,0.49822,0.005774868725437022
29,0.0,200.0,0.5124000000000001,0.0059206463238830696
30,0.0,200.0,0.4855600000000001,0.005714330223419788
31,0.0,200.0,0.51378,0.006255087550697107
32,1.0,200.0,0.4928199999999999,0.005396679432632265
33,0.0,200.0,0.49734000000000006,0.005236104179349049
34,0.0,100.0,0.5107999999999999,0.005728705976289346
35,0.0,200.0,0.49928,0.005913226592367649
36,0.0,100.0,0.48478000000000004,0.004868545054061075
37,1.0,100.0,0.50092,0.005376459046070875
38,0.0,200.0,0.5024200000000001,0.005840077683670575
39,0.0,200.0,0.50442,0.0063291141045717075
40,1.0,100.0,0.49466,0.006366882407955454
41,0.0,200.0,0.52692,0.005180032130772221
42,1.0,100.0,0.5059400000000001,0.006364983364163782
43,1.0,200.0,0.51328,0.005960616196499019
44,0.0,100.0,0.46912000000000004,0.005869746823847642
45,1.0,200.0,0.5017,0.006363343580923326
46,1.0,200.0,0.5077999999999999,0.0066057352902136185
47,0.0,200.0,0.51042,0.0064862820297990915
48,1.0,100.0,0.5232600000000001,0.005042751324972416
49,0.0,200.0,0.49176000000000003,0.006083589635555301
50,1.0,200.0,0.48789999999999994,0.005951285351186423
51,1.0,100.0,0.51134,0.006111182263234727
52,1.0,200.0,0.50702,0.005171373492786786
53,1.0,100.0,0.48538,0.005178263994641406
54,1.0,100.0,0.4788,0.005452198470938238
55,0.0,200.0,0.50674,0.005399207572973619
56,0.0,200.0,0.51558,0.0055904468071691
57,0.0,100.0,0.5093400000000001,0.006123066682372698
58,0.0,100.0,0.47282,0.005774087627475832
59,1.0,100.0,0.46903999999999996,0.005980207153086216
60,0.0,200.0,0.51052,0.006615225583362303
61,0.0,100.0,0.47348,0.006137074199923939
62,1.0,200.0,0.50988,0.0062281291384629215
63,0.0,100.0,0.47886000000000006,0.004976738136785503
64,1.0,200.0,0.47619999999999996,0.005268786708190891
65,0.0,200.0,0.5016,0.005757134297116393
66,1.0,100.0,0.52422,0.0063607273035859195
67,1.0,200.0,0.52348,0.006463349697092316
68,0.0,100.0,0.52132,0.005815423869596286
69,0.0,200.0,0.50872,0.005656927365042025
70,1.0,200.0,0.51244,0.0054485238832536345
71,0.0,200.0,0.50118,0.00439338778878475
72,1.0,200.0,0.52084,0.006457282476752603
73,1.0,100.0,0.47450000000000003,0.0065374975832453944
74,0.0,200.0,0.49792000000000003,0.006244575908776489
75,0.0,200.0,0.5138199999999999,0.004768829905232516
76,1.0,100.0,0.49779999999999996,0.005553357050025234
77,0.0,200.0,0.50236,0.00575490000207758
78,1.0,200.0,0.5086999999999999,0.005502132901345864
79,1.0,100.0,0.48674,0.005856685672513452
80,0.0,100.0,0.46524,0.005865535049796333
81,1.0,200.0,0.48254,0.006084209624813282
82,1.0,200.0,0.50726,0.005795366514478135
83,1.0,100.0,0.49640000000000006,0.00636707141436523
84,0.0,200.0,0.48550000000000004,0.005274840494658136
85,1.0,200.0,0.49576000000000003,0.00609705347387005
86,0.0,200.0,0.51124,0.005381464998045883
87,1.0,100.0,0.5112400000000001,0.004895987587118119
88,0.0,200.0,0.5099600000000001,0.005704791666780852
89,1.0,100.0,0.5119,0.00512200103903313
90,0.0,200.0,0.49246,0.005822224816886013
91,0.0,200.0,0.47874,0.005546265397915385
92,1.0,100.0,0.5194,0.004598100482491767
93,0.0,100.0,0.50338,0.005868939229152891
94,1.0,100.0,0.48292,0.005933762065265228
95,0.0,100.0,0.49498,0.005964661726081141
96,0.0,100.0,0.49169999999999997,0.005462527360933806
97,0.0,100.0,0.46214000000000005,0.005486597145172981
98,1.0,200.0,0.5120600000000001,0.005881563174212042
99,1.0,100.0,0.49678000000000005,0.005467585515092381
100,1.0,100.0,0.49334,0.0056863209941915545
101,1.0,100.0,0.48688000000000003,0.005898307885629868
102,1.0,100.0,0.5007,0.005904865759176074
103,1.0,200.0,0.49752,0.005696628938269633
104,0.0,100.0,0.4676,0.006350474694663868
105,1.0,100.0,0.47096,0.006000545756565767
106,0.0,200.0,0.49498,0.005793859552497498
107,0.0,200.0,0.5099800000000001,0.005792268408456215
108,0.0,200.0,0.5109400000000001,0.004711911756196769
109,1.0,100.0,0.51242,0.00635920191127305
110,0.0,100.0,0.4869199999999999,0.00590023566415397
111,1.0,100.0,0.49562,0.0059745011187591806
112,0.0,200.0,0.48007999999999995,0.00611815448953677
113,0.0,100.0,0.48738000000000004,0.005941195568100244
114,1.0,200.0,0.50238,0.006082870966143068
115,0.0,100.0,0.5088,0.005128697222619362
116,1.0,200.0,0.49304,0.006083121301907077
117,0.0,100.0,0.48098,0.005797866790615805
118,1.0,200.0,0.51952,0.005486231230443753
119,0.0,100.0,0.4934799999999999,0.0059714159555219245
120,1.0,200.0,0.49959999999999993,0.004999705648698099
121,1.0,100.0,0.5073399999999999,0.005650606020683993
122,0.0,200.0,0.47966,0.004958453851460739
123,1.0,100.0,0.49837999999999993,0.005665912747404034
124,0.0,100.0,0.49967999999999996,0.0058118634978855015
125,0.0,100.0,0.47228000000000003,0.0057432711463085186
126,1.0,200.0,0.50754,0.005377991738345561
127,1.0,100.0,0.50598,0.0056147621668924935
128,0.0,200.0,0.49878,0.006010171351660862
129,0.0,100.0,0.5075399999999999,0.0052961551169929824
130,0.0,100.0,0.49824,0.005458188293756308
131,1.0,200.0,0.51154,0.005602025158168994
132,1.0,100.0,0.48602,0.0051990108684543766
133,0.0,200.0,0.49248000000000003,0.005173951166337859
134,0.0,100.0,0.49722,0.005951599349881273
135,1.0,200.0,0.50734,0.005265492655963533
136,0.0,200.0,0.4796,0.005936690729687165
137,1.0,100.0,0.50034,0.005953487529685394
138,1.0,100.0,0.49666,0.005779899597607237
139,1.0,100.0,0.49348000000000003,0.006032041400945158
140,1.0,200.0,0.5053400000000001,0.005729952200544293
141,0.0,200.0,0.50398,0.005101674220083893
142,1.0,200.0,0.5130800000000001,0.0051745752212803845
143,1.0,100.0,0.4988200000000001,0.005618968881025861
144,0.0,200.0,0.4984400000000001,0.004953078126375763
145,0.0,100.0,0.504,0.006131844717812626
146,0.0,100.0,0.50464,0.005210916105062262
147,1.0,200.0,0.5188400000000001,0.005867901904691981
148,0.0,200.0,0.50118,0.0059878813297572124
149,0.0,100.0,0.4812,0.006130791965044159
150,1.0,200.0,0.4989800000000001,0.005387003602845003
151,1.0,100.0,0.50026,0.005052553000493515
152,0.0,100.0,0.49189999999999995,0.004904694220848787
153,1.0,200.0,0.50626,0.004775847231044653
154,0.0,200.0,0.50596,0.005468253503712066
155,0.0,200.0,0.51138,0.005138221854478781
156,1.0,100.0,0.44753999999999994,0.006044311702979983
157,1.0,200.0,0.49516,0.005851742592790629
158,0.0,200.0,0.49972000000000005,0.004720616032708067
159,1.0,100.0,0.50708,0.005303055039388153
160,0.0,100.0,0.50816,0.005769638584393945
161,0.0,200.0,0.51996,0.005471878500583466
162,0.0,100.0,0.4861599999999999,0.005298208784784536
163,1.0,100.0,0.51044,0.005598546412936349
164,0.0,100.0,0.5134000000000001,0.005850543765110848
165,1.0,200.0,0.5066400000000001,0.0059309042643697855
166,0.0,200.0,0.49128,0.005428682859312784
167,0.0,100.0,0.49074,0.005080556954005412
168,1.0,200.0,0.48419999999999996,0.006495504327967007
169,0.0,200.0,0.50076,0.00721536676258167
170,0.0,100.0,0.46208,0.006000197480274147
171,0.0,100.0,0.49012,0.005487430736298241
172,0.0,100.0,0.48122,0.006326489781079918
173,1.0,200.0,0.50004,0.005566118730666507
174,1.0,100.0,0.50068,0.00547700975122676
175,0.0,200.0,0.5040600000000001,0.00531283263198234
176,0.0,100.0,0.4824400000000001,0.005362690131494037
177,1.0,200.0,0.49726,0.00518943602006675
178,1.0,100.0,0.51692,0.005508895529582503
179,0.0,100.0,0.51232,0.0056056055233190075
180,1.0,200.0,0.50942,0.0052812150627024965
181,0.0,200.0,0.52196,0.006058595445080716
182,0.0,200.0,0.51652,0.005033596411472419
183,1.0,200.0,0.51206,0.005291861972624776
184,0.0,100.0,0.46694,0.005974708400644095
185,1.0,200.0,0.48868,0.005044713381877821
186,1.0,100.0,0.49085999999999996,0.004981228215581465
187,0.0,100.0,0.5017,0.00575566390983114
188,0.0,100.0,0.48784,0.006029929143000083
189,0.0,100.0,0.49742,0.006314995814341247
190,1.0,100.0,0.47302,0.005799408514920236
191,1.0,100.0,0.47807999999999995,0.005795595653716334
192,0.0,200.0,0.5197999999999999,0.0059460893887926785
193,1.0,100.0,0.46318000000000004,0.006004614400851001
194,1.0,200.0,0.51418,0.00538090914744656
195,1.0,100.0,0.47602,0.005951617644092162
196,0.0,200.0,0.48118,0.00584337042105352
197,0.0,100.0,0.48596000000000006,0.005384903826156747
198,1.0,200.0,0.5187,0.00619366298950073
199,1.0,200.0,0.49345999999999995,0.0055623107848034705
200,0.0,200.0,0.5157999999999999,0.0053090594176245735
201,0.0,100.0,0.46926000000000007,0.006893451228710929
202,0.0,100.0,0.48238000000000003,0.006482332480665579
203,1.0,200.0,0.50512,0.005992415433638295
204,0.0,100.0,0.46820000000000006,0.005963275640341927
205,1.0,200.0,0.51064,0.004807247483572372
206,1.0,100.0,0.48798,0.005917025279725781
207,0.0,200.0,0.5013,0.005183922369969901
208,1.0,100.0,0.5142800000000001,0.0048389965902813845
209,1.0,200.0,0.51124,0.0061758397851885746
210,1.0,200.0,0.50898,0.005486255788917559
211,0.0,200.0,0.49363999999999997,0.005346752159245455
212,1.0,100.0,0.47459999999999997,0.006297063075016082
213,0.0,200.0,0.50966,0.00653909620402852
214,0.0,200.0,0.50336,0.004951076642356357
215,0.0,100.0,0.45830000000000004,0.005883761889513072
216,1.0,200.0,0.49892000000000014,0.006102972114205962
217,0.0,100.0,0.4931000000000001,0.005402890330800986
218,1.0,200.0,0.50474,0.0051427822603443835
219,0.0,100.0,0.48784,0.005434712442576194
220,1.0,200.0,0.50858,0.005968559723532405
221,1.0,100.0,0.49102000000000007,0.005483093166342096
222,1.0,100.0,0.49522000000000005,0.006035318347046953
223,0.0,200.0,0.5138199999999999,0.005622071729589821
224,0.0,200.0,0.51462,0.00541033922732268
225,1.0,200.0,0.52622,0.0053857350517494875
226,0.0,200.0,0.49895999999999996,0.0052000859913373994
227,0.0,200.0,0.51408,0.006377711821525847
228,0.0,100.0,0.5181800000000001,0.004988684316419485
229,1.0,200.0,0.50196,0.006258967162963048
230,1.0,200.0,0.47348,0.0069621810777230385
231,1.0,100.0,0.50268,0.005568710698634649
232,1.0,100.0,0.4859400000000001,0.006536943991494256
233,0.0,100.0,0.48362,0.005094118253990906
234,1.0,200.0,0.52824,0.005599255911095148
235,1.0,100.0,0.48450000000000004,0.005082506350159542
236,0.0,200.0,0.49196,0.005831934266186218
237,1.0,200.0,0.49746000000000007,0.005543123415907526
238,0.0,100.0,0.49932,0.005804967685879769
239,1.0,200.0,0.50934,0.005166073210737374
240,1.0,200.0,0.5086999999999999,0.005223745230586853
241,0.0,200.0,0.50054,0.005760392820400171
242,1.0,200.0,0.51292,0.005255007058069731
243,0.0,100.0,0.48069999999999996,0.005571663241794332
244,1.0,200.0,0.50154,0.00574532684997988
245,1.0,200.0,0.5049399999999999,0.005777614137013397
246,1.0,100.0,0.48374000000000006,0.005515781493733973
247,0.0,200.0,0.49644000000000005,0.006232513101136471
248,1.0,200.0,0.50908,0.005041733273492488
249,1.0,100.0,0.49498,0.005013344829406262
250,0.0,200.0,0.49396000000000007,0.006285618789025784
251,0.0,100.0,0.51418,0.005486552663918643
252,1.0,200.0,0.5165799999999999,0.005209531166791409
253,1.0,200.0,0.50128,0.005929187126995373
254,1.0,100.0,0.50762,0.0055981003307410794
255,0.0,200.0,0.51012,0.006064347917714662
256,0.0,100.0,0.5044000000000001,0.006258396520435004
257,0.0,200.0,0.50792,0.004706266699056797
258,1.0,100.0,0.48347999999999997,0.006060818934772256
259,0.0,200.0,0.47990000000000005,0.005746067181924694
260,0.0,100.0,0.47730000000000006,0.006217400100775883
261,1.0,200.0,0.5003,0.005551933622774287
262,0.0,100.0,0.51138,0.005249109079529372
263,1.0,200.0,0.49628000000000005,0.006129517124612076
264,0.0,100.0,0.49207999999999996,0.005038007301252723
265,1.0,200.0,0.49492,0.006156916561639356
266,0.0,100.0,0.49066,0.005473170460112494
267,0.0,200.0,0.49757999999999997,0.00515941807213878
268,0.0,100.0,0.47653999999999996,0.00590882179067158
269,1.0,100.0,0.5059600000000001,0.005281721320137184
270,0.0,200.0,0.5066200000000001,0.005963418009213066
271,1.0,100.0,0.47184,0.005324310970389633
272,0.0,200.0,0.51772,0.005791208351477036
273,0.0,100.0,0.4648,0.005966449415326166
274,1.0,100.0,0.4779,0.006026057805673763
275,0.0,200.0,0.48534,0.005862702576326811
276,1.0,200.0,0.48606,0.005766161914813342
277,1.0,100.0,0.48857999999999996,0.005796958102244692
278,0.0,200.0,0.4891400000000001,0.005429324969396819
279,0.0,100.0,0.45918000000000003,0.005723143040116592
280,1.0,200.0,0.49412,0.005633790619079769
281,0.0,200.0,0.50196,0.005939672181215478
282,0.0,200.0,0.47976,0.005769606518171573
283,0.0,100.0,0.49922000000000005,0.005828552581690173
284,1.0,200.0,0.5026200000000001,0.0054875299040583955
285,1.0,100.0,0.47947999999999996,0.005633165693910492
286,0.0,200.0,0.5197400000000001,0.0054556720341284995
287,0.0,100.0,0.49654,0.0055982832112590275
288,1.0,200.0,0.5206999999999999,0.0061441030061499795
289,1.0,100.0,0.49132,0.005589880254878994
290,1.0,100.0,0.50872,0.005215470547403362
291,0.0,200.0,0.5006,0.005419707121214786
292,0.0,100.0,0.49842000000000003,0.005721066009227942
293,1.0,100.0,0.48773999999999995,0.005621848901436415
294,0.0,200.0,0.5014000000000001,0.005991831883573338
295,1.0,100.0,0.4650600000000001,0.0052909684756571995
296,0.0,100.0,0.48766,0.006065368718641127
297,0.0,100.0,0.4969,0.004866348328482655
298,1.0,200.0,0.49176000000000003,0.005530968908650939
299,1.0,100.0,0.48963999999999996,0.005876517069981628
300,0.0,200.0,0.49004000000000003,0.00518720350421422
301,0.0,100.0,0.48552,0.005659320141098021
302,0.0,100.0,0.45586000000000004,0.006134465363543156
303,1.0,200.0,0.50348,0.005101177713541882
304,1.0,200.0,0.47874,0.005999666694175021
305,1.0,100.0,0.49666,0.006148198141609287
306,0.0,200.0,0.46991999999999995,0.0057727040707886675
307,1.0,100.0,0.48919999999999997,0.005134643819199487
308,0.0,200.0,0.50822,0.006099530396935962
309,0.0,200.0,0.50134,0.005619766374722837
310,1.0,200.0,0.48712,0.006230363983755325
311,1.0,200.0,0.51328,0.005867408664327735
312,0.0,200.0,0.50964,0.005941692517055719
313,0.0,200.0,0.52046,0.0062252985485839775
314,0.0,200.0,0.49013999999999996,0.00618965325671015
315,0.0,100.0,0.5107200000000001,0.005541851714422257
316,0.0,100.0,0.4704400000000001,0.006156457025477726
317,1.0,100.0,0.4906999999999999,0.005588848004653649
318,0.0,200.0,0.4907,0.0058698305828307745
319,1.0,100.0,0.50366,0.005544476007170224
320,0.0,200.0,0.5014000000000001,0.005619066553726441
321,0.0,100.0,0.513,0.006647078176167524
322,1.0,200.0,0.5039800000000001,0.005620844216940329
323,0.0,100.0,0.48988,0.005890053884108867
324,1.0,100.0,0.48256,0.005584691684940914
325,1.0,200.0,0.51148,0.005511504961600517
326,0.0,100.0,0.47568,0.005491963990895552
327,0.0,100.0,0.4665800000000001,0.006050177158390117
328,1.0,200.0,0.5067999999999999,0.005566768692305303
329,1.0,100.0,0.5012800000000001,0.006018974331570601
330,0.0,100.0,0.5057400000000001,0.00551980999000166
331,1.0,200.0,0.5036400000000001,0.0052677706181740785
332,0.0,100.0,0.48796,0.005723200766339962
333,1.0,200.0,0.5055,0.005610368609134425
334,1.0,100.0,0.49232,0.006021389862633798
335,0.0,100.0,0.4918600000000001,0.005517255814730283
336,0.0,200.0,0.49460000000000004,0.005617392407789862
337,1.0,100.0,0.49918000000000007,0.005345587999196766
338,1.0,100.0,0.46610000000000007,0.006401578151693411
339,0.0,200.0,0.49278000000000005,0.005995350919696912
340,0.0,200.0,0.4962000000000001,0.005426365559237085
341,1.0,100.0,0.50486,0.0052683548760512145
342,0.0,200.0,0.49612,0.005887054387817706
343,1.0,100.0,0.49146,0.005686819089539158
344,1.0,100.0,0.52248,0.006742855572984094
345,0.0,200.0,0.5443,0.0056616209296592584
346,1.0,200.0,0.51098,0.00502127496701837
347,1.0,100.0,0.48658,0.0061714463539150445
348,1.0,200.0,0.51104,0.006353586896170498
349,1.0,100.0,0.47203999999999996,0.0058922564173688975
350,0.0,100.0,0.48992,0.006975499929309922
351,1.0,200.0,0.5137,0.005837630487248163
352,0.0,100.0,0.48846,0.005629560438744513
353,1.0,100.0,0.48823999999999995,0.005715014693544307
354,0.0,200.0,0.5123399999999999,0.005996507578221771
355,0.0,100.0,0.47874,0.005641573173101799
356,1.0,200.0,0.50964,0.005660684203686239
357,0.0,100.0,0.47262000000000004,0.005714403579773557
358,1.0,200.0,0.50816,0.006614136858241755
359,0.0,100.0,0.46412,0.007029497899718594
360,1.0,100.0,0.46491999999999994,0.006324278107755181
361,1.0,200.0,0.5060399999999999,0.005745348676261756
362,1.0,100.0,0.45846,0.005835239045745709
363,0.0,200.0,0.48675999999999997,0.006744056456314945
364,1.0,100.0,0.46588,0.005879518477194037
365,0.0,100.0,0.49202,0.00534418121557315
366,1.0,200.0,0.5067999999999999,0.0051813477522842846
367,1.0,200.0,0.5230400000000001,0.005932215003488455
368,0.0,100.0,0.48186,0.0059872728990620384
369,1.0,200.0,0.5019600000000001,0.005406257642658915
370,0.0,100.0,0.47059999999999996,0.005854125718196051
371,0.0,200.0,0.50958,0.005449022536310698
372,0.0,100.0,0.49047999999999997,0.006103105705228944
373,0.0,200.0,0.51312,0.005411483053973147
374,0.0,200.0,0.49833999999999995,0.005162160952673774
375,0.0,100.0,0.48005999999999993,0.006144879554171587
376,0.0,100.0,0.51452,0.006154147105765206
377,1.0,100.0,0.47309999999999997,0.005465293878841561
378,0.0,200.0,0.50124,0.005451546645931532
379,1.0,200.0,0.49640000000000006,0.005537190090923671
380,1.0,200.0,0.51088,0.005803727207973432
381,1.0,100.0,0.49566,0.0059647268992088194
382,0.0,200.0,0.5316,0.005161893271909613
383,1.0,100.0,0.49094,0.005321783771176184
384,0.0,100.0,0.5025600000000001,0.005147788337406377
385,1.0,200.0,0.4899,0.0057339470915642446
386,1.0,200.0,0.50076,0.005445297672895883
387,1.0,100.0,0.50184,0.005181736786791215
388,1.0,200.0,0.5069999999999999,0.006251611890383135
389,0.0,100.0,0.49232000000000004,0.004887730627147628
390,1.0,200.0,0.47854,0.005797811310458699
391,0.0,100.0,0.48369999999999996,0.0058145993527416034
392,1.0,200.0,0.46423999999999993,0.005353263740470804
393,1.0,100.0,0.5006600000000001,0.006110625206432577
394,1.0,100.0,0.4763800000000001,0.006424108415393519
395,1.0,200.0,0.50932,0.006014108182996483
396,1.0,100.0,0.46948000000000006,0.00587966121410387
397,1.0,200.0,0.5094799999999999,0.006149531244291934
398,1.0,100.0,0.4915,0.005807865167168791
399,0.0,200.0,0.51502,0.005714805688400619
400,1.0,100.0,0.50462,0.004944948112336814
401,0.0,200.0,0.5073000000000001,0.006035028005629634
402,0.0,200.0,0.49132,0.005487258747042501
403,1.0,100.0,0.47657999999999995,0.005412170499714012
